print_id,source_file,printer_id,started_at,outcome,failure_type,failure_at_frame,duration_seconds
print_0379,raw/successful/Socrates/thread test2_1_0.4n_0.2mm_PETG_COREONE_7h0m_20260512202833.mp4,Socrates,,success,,,149
print_0380,raw/successful/Socrates/toaster_tongs_0.4n_0.2mm_PLA_COREONE_48m_20251214151422.mp4,Socrates,,success,,,10
print_0381,raw/successful/Socrates/tyres and holes_0.4n_0.2mm_PLA_COREONE_6h20m_20260223192550.mp4,Socrates,,success,,,130
print_0382,raw/successful/Socrates/universalcableguide_vc_0.4n_0.2mm_PLA_COREONE_4h40m_20260225114900.mp4,Socrates,,success,,,113
print_0383,raw/successful/Socrates/wall_duct_0.4n_0.25mm_PLA_COREONE_1h21m_bed1_20260324181005.mp4,Socrates,,success,,,14
print_0384,raw/successful/Einstein/(1) motor mount_0.4n_0.2mm_PLA_COREONE_4h13m_20260430115239.mp4,Einstein,,success,,,82
print_0385,raw/successful/Einstein/(2) spar support 8mm_0.4n_0.2mm_PLA_COREONE_2h3m_20260501134157.mp4,Einstein,,success,,,44
print_0386,raw/successful/Einstein/1-A_0.4n_0.1mm_PLA_COREONE_6h24m_1_20260510120742.mp4,Einstein,,success,,,170
print_0387,raw/successful/Einstein/1902_Completed_base_0.4n_0.25mm_PLA_COREONE_1h11m_20251206114119.mp4,Einstein,,success,,,8
print_0388,raw/successful/Einstein/1obj_3_HAND2_0.4n_0.2mm_PLA_COREONE_5h16m_20260422145443.mp4,Einstein,,success,,,127
print_0389,raw/successful/Einstein/1x_yellow__bottom_0.4n_0.2mm_PLA_COREONE_3h56m_20260320192847.mp4,Einstein,,success,,,44
print_0390,raw/successful/Einstein/1x_yellow__bottom_0.4n_0.2mm_PLA_COREONE_3h56m_20260322121210.mp4,Einstein,,success,,,50
print_0391,raw/successful/Einstein/2(2)_0.4n_0.2mm_PLA_COREONE_1h19m_20260326185813.mp4,Einstein,,success,,,25
print_0392,raw/successful/Einstein/2x_yellow__end_stop_0.4n_0.28mm_PLA_COREONE_18m_20260323164955.mp4,Einstein,,success,,,7
print_0393,raw/successful/Einstein/3_0.4n_0.2mm_PLA_COREONE_3h8m_20251214125145.mp4,Einstein,,success,,,74
print_0394,raw/successful/Einstein/6x_yellow__gear_servo_0.4n_0.2mm_PLA_COREONE_54m_20260226192027.mp4,Einstein,,success,,,16
print_0395,raw/successful/Einstein/AQILAX_CrankV2_0.4n_0.25mm_PLA_COREONE_1h55m_20260324092246.mp4,Einstein,,success,,,29
print_0396,raw/successful/Einstein/AQILAX_CrankV2_0.4n_0.25mm_PLA_COREONE_29m_20260325132548.mp4,Einstein,,success,,,10
print_0397,raw/successful/Einstein/AQILAX_Rocker_0.4n_0.25mm_PLA_COREONE_44m_20260320182704.mp4,Einstein,,success,,,14
print_0398,raw/successful/Einstein/Adjustment roller_0.4n_0.25mm_PLA_COREONE_1h40m_20260421113842.mp4,Einstein,,success,,,29
print_0399,raw/successful/Einstein/Anthony Vu_0.4n_0.28mm_PLA_COREONE_7h51m_20260316170220.mp4,Einstein,,success,,,123
print_0400,raw/successful/Einstein/Arm linkage 1 v1_0.4n_0.2mm_PLA_COREONE_31m_20260226155415.mp4,Einstein,,success,,,9
print_0401,raw/successful/Einstein/Arm support modified design 3D printing_0.4n_0.2mm_PLA_COREONE_28m_20260324174737.mp4,Einstein,,success,,,7
print_0402,raw/successful/Einstein/Avionics Bay-SSI_0.4n_0.2mm_PLA_COREONE_3h0m_20260506143510.mp4,Einstein,,success,,,66
print_0403,raw/successful/Einstein/BOTTOLE_ADAPTOR_0.4n_0.2mm_PLA_COREONE_1h12m_20260428130304.mp4,Einstein,,success,,,21
print_0404,raw/successful/Einstein/Battery Exo bottom halved_0.4n_0.2mm_PLA_COREONE_3h45m_20260430164226.mp4,Einstein,,success,,,93
print_0405,raw/successful/Einstein/Benchy enterprise_0.4n_0.2mm_PLA_COREONE_1h43m_20260427120426.mp4,Einstein,,success,,,33
print_0406,raw/successful/Einstein/Body8_0.4n_0.1mm_PLA_COREONE_2h38m_20251212103138.mp4,Einstein,,success,,,56
print_0407,raw/successful/Einstein/Body_LOWER_0.4n_0.2mm_PLA_COREONE_2h36m_20260302161442.mp4,Einstein,,success,,,29
print_0408,raw/successful/Einstein/Bottom - 1_0.4n_0.2mm_PLA_COREONE_1h31m_20251211121825.mp4,Einstein,,success,,,8
print_0409,raw/successful/Einstein/Bottom Body_0.4n_0.2mm_PLA_COREONE_1h21m_20260325140926.mp4,Einstein,,success,,,30
print_0410,raw/successful/Einstein/Brush Holder_0.4n_0.2mm_PLA_COREONE_48m_20260323172421.mp4,Einstein,,success,,,13
print_0411,raw/successful/Einstein/Button Spring_0.4n_0.2mm_PLA_COREONE_1h28m_20260225175958.mp4,Einstein,,success,,,30
print_0412,raw/successful/Einstein/CAM1_0.4n_0.2mm_PLA_COREONE_16m_20260429174434.mp4,Einstein,,success,,,7
print_0413,raw/successful/Einstein/Camphill2_Base_0.4n_0.2mm_PLA_COREONE_3h18m_20251128120131.mp4,Einstein,,success,,,31
print_0414,raw/successful/Einstein/Case Bottom_0.4n_0.2mm_PLA_COREONE_1h26m_20260226165226.mp4,Einstein,,success,,,29
print_0415,raw/successful/Einstein/Chassis Bottom Layer_0.4n_0.2mm_PLA_COREONE_4h39m_20260303142518.mp4,Einstein,,success,,,97
print_0416,raw/successful/Einstein/Chassis_0.4n_0.2mm_PLA_COREONE_2h28m_20260501155732.mp4,Einstein,,success,,,40
print_0417,raw/successful/Einstein/Coaster (Chris)_0.4n_0.1mm_PLA_COREONE_4h51m_20251127122009.mp4,Einstein,,success,,,50
print_0418,raw/successful/Einstein/Component2_0.4n_0.25mm_PLA_COREONE_2h37m_20260316123924.mp4,Einstein,,success,,,27
print_0419,raw/successful/Einstein/Component4_0.4n_0.2mm_PLA_COREONE_5h31m_20260507204609.mp4,Einstein,,success,,,142
print_0420,raw/successful/Einstein/Conceal_w_debossed_bottom_0.4n_0.1mm_PLA_COREONE_1h47m_20260327141125.mp4,Einstein,,success,,,38
print_0421,raw/successful/Einstein/Cone Haack_0.4n_0.2mm_PLA_COREONE_2h29m_20260429115308.mp4,Einstein,,success,,,53
print_0422,raw/successful/Einstein/Extra (1)_0.4n_0.2mm_PLA_COREONE_1h15m_20251126133330.mp4,Einstein,,success,,,37
print_0423,raw/successful/Einstein/Extra Wing Piece Singular_0.4n_0.2mm_PLA_COREONE_2h54m_20260224125239.mp4,Einstein,,success,,,73
print_0424,raw/successful/Einstein/Final ESP Mount_0.4n_0.2mm_PLA_COREONE_25m_20251205150343.mp4,Einstein,,success,,,9
print_0425,raw/successful/Einstein/FingerClip_0.4n_0.2mm_PLA_COREONE_1h9m_20260310114302.mp4,Einstein,,success,,,22
print_0426,raw/successful/Einstein/FingerRing1(Base)_0.4n_0.25mm_PLA_COREONE_32m_20260313155923.mp4,Einstein,,success,,,12
print_0427,raw/successful/Einstein/Frame_0.4n_0.2mm_PLA_COREONE_1h45m_20260318123230.mp4,Einstein,,success,,,20
print_0428,raw/successful/Einstein/Front Piston Ballast Frame - ESP-DIVE RC Submarine_0.4n_0.2mm_PLA_COREONE_2h41m_20260323201629.mp4,Einstein,,success,,,67
print_0429,raw/successful/Einstein/GT2Timing Belt Clamp_0.4n_0.25mm_PLA_COREONE_2h43m_20260507132104.mp4,Einstein,,success,,,41
print_0430,raw/successful/Einstein/Grinding adapter_0.4n_0.25mm_PLA_COREONE_10m_20260511180110.mp4,Einstein,,success,,,3
print_0431,raw/successful/Einstein/Gripper Arm v2 Full_0.4n_0.1mm_PLA_COREONE_3h3m_20260312162448.mp4,Einstein,,success,,,70
print_0432,raw/successful/Einstein/Guide ring Right (1)_0.4n_0.1mm_PLA_COREONE_1h21m_20260421161155.mp4,Einstein,,success,,,42
print_0433,raw/successful/Einstein/Hacksessible Texture Pad 1_0.4n_0.2mm_PLA_COREONE_49m_20251206152957.mp4,Einstein,,success,,,7
print_0434,raw/successful/Einstein/Handle 1_0.4n_0.25mm_PLA_COREONE_4h37m_20260420125851.mp4,Einstein,,success,,,76
print_0435,raw/successful/Einstein/Horizontal Chassis connection_0.4n_0.25mm_PLA_COREONE_4h47m_20251207124658.mp4,Einstein,,success,,,55
print_0436,raw/successful/Einstein/IKEA+-+HARVMATTA+Corner+Brace_0.4n_0.25mm_PLA_COREONE_31m_20260420120811.mp4,Einstein,,success,,,11
print_0437,raw/successful/Einstein/IMDM-AD_0.4n_0.28mm_PLA_COREONE_3h23m_20260414151424.mp4,Einstein,,success,,,53
print_0438,raw/successful/Einstein/ItsLitho_SnoopyHug_0.4n_0.1mm_PLA_COREONE_1h5m_20251208164157.mp4,Einstein,,success,,,23
print_0439,raw/successful/Einstein/James Motor Mount_0.4n_0.25mm_PLA_COREONE_23m_20260324115027.mp4,Einstein,,success,,,8
print_0440,raw/successful/Einstein/Keychain_0.4n_0.28mm_PLA_COREONE_8m_20251211170930.mp4,Einstein,,success,,,2
print_0441,raw/successful/Einstein/Korvis_0.4n_0.1mm_PLA_COREONE_5h7m_20260313164956.mp4,Einstein,,success,,,101
print_0442,raw/successful/Einstein/Korvis_0.4n_0.25mm_PLA_COREONE_3h37m_20260312120943.mp4,Einstein,,success,,,69
print_0443,raw/successful/Einstein/LCAC100_0.4n_0.2mm_PLA_COREONE_5h18m_20260427202702.mp4,Einstein,,success,,,87
print_0444,raw/successful/Einstein/LHM-MB_0.4n_0.2mm_PLA_COREONE_2h48m_20251121181353 (2).mp4,Einstein,,success,,,31
print_0445,raw/successful/Einstein/LHM-MB_0.4n_0.2mm_PLA_COREONE_2h48m_20251121181353.mp4,Einstein,,success,,,31
print_0446,raw/successful/Einstein/LINBIN_0.4n_0.28mm_PLA_COREONE_3h44m_20260228171838 (2).mp4,Einstein,,success,,,73
print_0447,raw/successful/Einstein/LINBIN_0.4n_0.28mm_PLA_COREONE_3h44m_20260228171838.mp4,Einstein,,success,,,73
print_0448,raw/successful/Einstein/LR_Side_plates_V2_0.4n_0.1mm_PLA_COREONE_2h44m_20260327165305 (2).mp4,Einstein,,success,,,44
print_0449,raw/successful/Einstein/LR_Side_plates_V2_0.4n_0.1mm_PLA_COREONE_2h44m_20260327165305.mp4,Einstein,,success,,,44
print_0450,raw/successful/Einstein/Landing leg - more fillets v2 v7_0.4n_0.2mm_PLA_COREONE_1h32m_20251203120950.mp4,Einstein,,success,,,39
print_0451,raw/successful/Einstein/Lid Anthony_0.4n_0.2mm_PLA_COREONE_4h49m_20260326131736 (2).mp4,Einstein,,success,,,40
print_0452,raw/successful/Einstein/Lid Anthony_0.4n_0.2mm_PLA_COREONE_4h49m_20260326131736.mp4,Einstein,,success,,,40
print_0453,raw/successful/Einstein/Lightsaber top 1_0.4n_0.2mm_PLA_COREONE_3h54m_20251204184455 (2).mp4,Einstein,,success,,,84
print_0454,raw/successful/Einstein/Lightsaber top 1_0.4n_0.2mm_PLA_COREONE_3h54m_20251204184455.mp4,Einstein,,success,,,84
print_0455,raw/successful/Einstein/Lower container - 3 beacons_0.4n_0.2mm_PLA_COREONE_4h35m_20251127174908 (2).mp4,Einstein,,success,,,86
print_0456,raw/successful/Einstein/Lower container - 3 beacons_0.4n_0.2mm_PLA_COREONE_4h35m_20251127174908.mp4,Einstein,,success,,,86
print_0457,raw/successful/Einstein/M86_u_0.4n_0.2mm_PLA_COREONE_2h55m_20260310134957 (2).mp4,Einstein,,success,,,60
print_0458,raw/successful/Einstein/M86_u_0.4n_0.2mm_PLA_COREONE_2h55m_20260310134957.mp4,Einstein,,success,,,60
print_0459,raw/successful/Einstein/Main Body 1_0.4n_0.2mm_PLA_COREONE_6h16m_20251205184529 (2).mp4,Einstein,,success,,,145
print_0460,raw/successful/Einstein/Main Body 1_0.4n_0.2mm_PLA_COREONE_6h16m_20251205184529.mp4,Einstein,,success,,,145
print_0461,raw/successful/Einstein/Motor holder + mirrors_0.4n_0.2mm_PLA_COREONE_38m_20260302132001 (2).mp4,Einstein,,success,,,13
print_0462,raw/successful/Einstein/Motor holder + mirrors_0.4n_0.2mm_PLA_COREONE_38m_20260302132001.mp4,Einstein,,success,,,13
print_0463,raw/successful/Einstein/Motor holder_0.4n_0.15mm_PLA_COREONE_1h11m_20260309141643 (2).mp4,Einstein,,success,,,24
print_0464,raw/successful/Einstein/Motor holder_0.4n_0.15mm_PLA_COREONE_1h11m_20260309141643.mp4,Einstein,,success,,,24
print_0465,raw/successful/Einstein/Motor mount-AndreiAntohe_0.4n_0.2mm_PLA_COREONE_1h28m_20260324123800 (2).mp4,Einstein,,success,,,26
print_0466,raw/successful/Einstein/Motor mount-AndreiAntohe_0.4n_0.2mm_PLA_COREONE_1h28m_20260324123800.mp4,Einstein,,success,,,26
print_0467,raw/successful/Einstein/Mount_0.4n_0.15mm_PLA_COREONE_38m_20260511190943 (2).mp4,Einstein,,success,,,13
print_0468,raw/successful/Einstein/Mount_0.4n_0.15mm_PLA_COREONE_38m_20260511190943.mp4,Einstein,,success,,,13
print_0469,raw/successful/Einstein/Multi Partitioned Mouse House 3 (1)_0.4n_0.2mm_PLA_COREONE_4h2m_20260323102149.mp4,Einstein,,success,,,51
print_0470,raw/successful/Einstein/Nami_0.4n_0.2mm_PLA_COREONE_6h13m_20260508162259.mp4,Einstein,,success,,,151
print_0471,raw/successful/Einstein/Newplat111_0.4n_0.2mm_PLA_COREONE_23m_20260310131749.mp4,Einstein,,success,,,6
print_0472,raw/successful/Einstein/Nose Cone_0.4n_0.2mm_PLA_COREONE_2h9m_20260427135919.mp4,Einstein,,success,,,36
print_0473,raw/successful/Einstein/OW_DRILL2_0.4n_0.2mm_PLA_COREONE_6h45m_20260401163030.mp4,Einstein,,success,,,126
print_0474,raw/successful/Einstein/Obj2_0.4n_0.1mm_PLA_COREONE_1h16m_20260327122715.mp4,Einstein,,success,,,20
print_0475,raw/successful/Einstein/Octopus Head_0.4n_0.28mm_PLA_COREONE_6h42m_20251209181246.mp4,Einstein,,success,,,153
print_0476,raw/successful/Einstein/Ogive Nose cone (1)_0.4n_0.2mm_PLA_COREONE_2h38m_20260303104006.mp4,Einstein,,success,,,60
print_0477,raw/successful/Einstein/OralB+Simple+Toothbrush+Case+V.1.1_0.4n_0.2mm_PLA_COREONE_27m_20260226182955.mp4,Einstein,,success,,,11
print_0478,raw/successful/Einstein/Part 3_0.4n_0.1mm_PLA_COREONE_2h29m_20260415182712.mp4,Einstein,,success,,,40
print_0479,raw/successful/Einstein/Part Studio 1 - Part 10_0.4n_0.2mm_PLA_COREONE_2h27m_20260226125146.mp4,Einstein,,success,,,45
print_0480,raw/successful/Einstein/Part Studio 1(2)_0.4n_0.28mm_PLA_COREONE_22m_20260401153228.mp4,Einstein,,success,,,6
print_0481,raw/successful/Einstein/Payload bay prototype 5_0.4n_0.2mm_PLA_COREONE_2h41m_20260414122427.mp4,Einstein,,success,,,58
print_0482,raw/successful/Einstein/Pen Holder Main Body_0.4n_0.2mm_PLA_COREONE_2h35m_20260313115541.mp4,Einstein,,success,,,50
print_0483,raw/successful/Einstein/Pendulum_V5_0.4n_0.15mm_PLA_COREONE_41m_20260511181906.mp4,Einstein,,success,,,9
print_0484,raw/successful/Einstein/Piston Connector_0.4n_0.2mm_PLA_COREONE_42m_20251204172609.mp4,Einstein,,success,,,13
print_0485,raw/successful/Einstein/Plug Defender_0.4n_0.2mm_PLA_COREONE_2h40m_20260309104742.mp4,Einstein,,success,,,49
print_0486,raw/successful/Einstein/Potdesign_0.4n_0.2mm_PLA_COREONE_6h6m_20260310183541.mp4,Einstein,,success,,,137
print_0487,raw/successful/Einstein/Print-in-place Bag Clip_0.4n_0.2mm_PLA_COREONE_4h7m_20260223134549.mp4,Einstein,,success,,,85
print_0488,raw/successful/Einstein/Propeller Cover_MotorCage_0.4n_0.2mm_PLA_COREONE_1h59m_20251209115000.mp4,Einstein,,success,,,36
print_0489,raw/successful/Einstein/Rotary arm_0.4n_0.25mm_PLA_COREONE_1h15m_20260302093912.mp4,Einstein,,success,,,25
print_0490,raw/successful/Einstein/RyanMoore_model05_01_0.4n_0.28mm_PLA_COREONE_3h33m_20260326202209.mp4,Einstein,,success,,,68
print_0491,raw/successful/Einstein/SFR17-HV14-04-HOLE_DRILLING_JIG_1-02_0.4n_0.28mm_PLA_COREONE_29m_20260401124447.mp4,Einstein,,success,,,10
print_0492,raw/successful/Einstein/SG90-arm3-v5.1_0.4n_0.2mm_PLA_COREONE_2h23m_20251204115748.mp4,Einstein,,success,,,56
print_0493,raw/successful/Einstein/Scipalka_bottom_0.4n_0.2mm_PLA_COREONE_53m_20260325170121.mp4,Einstein,,success,,,16
print_0494,raw/successful/Einstein/Servo Connector v3.72_0.4n_0.25mm_PLA_COREONE_6h23m_20260416202208.mp4,Einstein,,success,,,134
print_0495,raw/successful/Einstein/Servo attachments_0.4n_0.2mm_PLA_COREONE_39m_20260505114951.mp4,Einstein,,success,,,14
print_0496,raw/successful/Einstein/Shape-Sphere_0.4n_0.28mm_PLA_COREONE_4h18m_20260513110015.mp4,Einstein,,success,,,84
print_0497,raw/successful/Einstein/Slider A v1.7_0.4n_0.2mm_PLA_COREONE_3h6m_20260318153232.mp4,Einstein,,success,,,68
print_0498,raw/successful/Einstein/Soapdishv2_0.4n_0.28mm_PLA_COREONE_1h14m_20251211154124.mp4,Einstein,,success,,,18
print_0499,raw/successful/Einstein/Sultan 3.2 3D Print_0.4n_0.2mm_PLA_COREONE_1h26m_20251217151238.mp4,Einstein,,success,,,8
print_0500,raw/successful/Einstein/TS_Pillar_Caps_2_0.4n_0.2mm_PLA_COREONE_4h13m_20260504122842.mp4,Einstein,,success,,,92
print_0501,raw/successful/Einstein/TabithaOPenHolder_0.4n_0.2mm_PLA_COREONE_51m_20260309185810.mp4,Einstein,,success,,,15
print_0502,raw/successful/Einstein/TabithaO_20260304125849.mp4,Einstein,,success,,,54
print_0503,raw/successful/Einstein/Templar Knight Pen Holder_0.4n_0.1mm_PLA_COREONE_2h24m_20260227145419.mp4,Einstein,,success,,,57
print_0504,raw/successful/Einstein/Templar Knight Pen Holder_0.4n_0.1mm_PLA_COREONE_5h2m_20260227173426.mp4,Einstein,,success,,,131
print_0505,raw/successful/Einstein/Test Block BC_0.4n_0.25mm_PLA_COREONE_7h48m_20260225195504.mp4,Einstein,,success,,,101
print_0506,raw/successful/Einstein/Textured_Snowman_0.4n_0.1mm_PLA_COREONE_2h0m_20251205154813.mp4,Einstein,,success,,,43
print_0507,raw/successful/Einstein/Thermocouple_Sheath_JW_1_0.4n_0.2mm_PLA_COREONE_1h30m_20260323145656.mp4,Einstein,,success,,,34
print_0508,raw/successful/Einstein/Transition2_0.4n_0.2mm_PLA_COREONE_1h57m_20260423123522.mp4,Einstein,,success,,,37
print_0509,raw/successful/Einstein/Transition_0.4n_0.25mm_PLA_COREONE_1h26m_20260319170742.mp4,Einstein,,success,,,25
print_0510,raw/successful/Einstein/Usb-C_dirt_remover_0.4n_0.28mm_PLA_COREONE_43s_20260513190933.mp4,Einstein,,success,,,0
print_0511,raw/successful/Einstein/VanWedge_0.4n_0.25mm_PLA_COREONE_3h25m_20260320133257.mp4,Einstein,,success,,,24
print_0512,raw/successful/Einstein/WEIR-middleLeft_0.4n_0.2mm_PLA_COREONE_5h17m_bed6_20260321174328.mp4,Einstein,,success,,,109
print_0513,raw/successful/Einstein/ancient coin v1_0.4n_0.1mm_PLA_COREONE_2h12m_20260224181848.mp4,Einstein,,success,,,54
print_0514,raw/successful/Einstein/bolt_0.4n_0.1mm_PLA_COREONE_16m_20251121135631.mp4,Einstein,,success,,,5
print_0515,raw/successful/Einstein/box2-MountToCase_0.4n_0.2mm_PLA_COREONE_7h3m_20260509181709.mp4,Einstein,,success,,,147
print_0516,raw/successful/Einstein/boxcar scar 1_0.4n_0.28mm_PLA_COREONE_6h45m_20260309200735.mp4,Einstein,,success,,,125
print_0517,raw/successful/Einstein/boxcar scar 2_0.4n_0.25mm_PLA_COREONE_33m_20260303133757.mp4,Einstein,,success,,,10
print_0518,raw/successful/Einstein/button switcher_0.4n_0.25mm_PLA_COREONE_52m_20260428120349.mp4,Einstein,,success,,,9
print_0519,raw/successful/Einstein/case_f_v30_0.4n_0.1mm_PLA_COREONE_2h51m_20260319135248.mp4,Einstein,,success,,,62
print_0520,raw/successful/Einstein/chassis 2_0.4n_0.2mm_PLA_COREONE_2h7m_20260228115200.mp4,Einstein,,success,,,36
print_0521,raw/successful/Einstein/connections_0.4n_0.2mm_PLA_COREONE_57m_20260302141301.mp4,Einstein,,success,,,21
print_0522,raw/successful/Einstein/cosmotyl-plateleft_0.4n_0.25mm_PLA_COREONE_1h57m_20260423143658.mp4,Einstein,,success,,,10
print_0523,raw/successful/Einstein/creatine_container_v2_1_0.4n_0.1mm_PLA_COREONE_2h22m_20260428142507.mp4,Einstein,,success,,,53
print_0524,raw/successful/Einstein/droidparts_0.4n_0.28mm_PLA_COREONE_5h28m_20260317195005.mp4,Einstein,,success,,,87
print_0525,raw/successful/Einstein/flexi-pterodactyl-3-v52_0.4n_0.2mm_PLA_COREONE_6h17m_20260319184254.mp4,Einstein,,success,,,192
print_0526,raw/successful/Einstein/gondola_0.4n_0.1mm_PLA_COREONE_2h59m_20260317162022.mp4,Einstein,,success,,,63
print_0527,raw/successful/Einstein/gracekeychain-supported_0.4n_0.2mm_PLA_COREONE_4h32m_20260508110439.mp4,Einstein,,success,,,131
print_0528,raw/successful/Einstein/holder v2_0.4n_0.28mm_PLA_COREONE_5h26m_20260511114003.mp4,Einstein,,success,,,88
print_0529,raw/successful/Einstein/hollow_knight_0.4n_0.1mm_PLA_COREONE_3h55m_20251128153604.mp4,Einstein,,success,,,97
print_0530,raw/successful/Einstein/iForge Key Ring_0.4n_0.1mm_PLA_COREONE_13m_20260401160248.mp4,Einstein,,success,,,4
print_0531,raw/successful/Einstein/ifor_busicard_v5_x9_0.4n_0.2mm_PLA_COREONE_2h16m_20260306115210.mp4,Einstein,,success,,,14
print_0532,raw/successful/Einstein/joe2Screw thing smaller_0.4n_0.15mm_PLA_COREONE_3h45m_20260505163913.mp4,Einstein,,success,,,84
print_0533,raw/successful/Einstein/keycap-puller-type2_0.4n_0.25mm_PLA_COREONE_8m_20260421112313.mp4,Einstein,,success,,,3
print_0534,raw/successful/Einstein/main-body-front-weatherbot_0.4n_0.2mm_PLA_COREONE_3h3m_20260423170052 (2).mp4,Einstein,,success,,,50
print_0535,raw/successful/Einstein/main-body-front-weatherbot_0.4n_0.2mm_PLA_COREONE_3h3m_20260423170052.mp4,Einstein,,success,,,50
print_0536,raw/successful/Einstein/motor mount mikey_0.4n_0.15mm_PLA_COREONE_2h44m_20260309155818 (2).mp4,Einstein,,success,,,49
print_0537,raw/successful/Einstein/motor mount mikey_0.4n_0.15mm_PLA_COREONE_2h44m_20260309155818.mp4,Einstein,,success,,,49
print_0538,raw/successful/Einstein/motor mounts connectors v3_0.4n_0.2mm_PLA_COREONE_17m_20251126151258 (2).mp4,Einstein,,success,,,7
print_0539,raw/successful/Einstein/motor mounts connectors v3_0.4n_0.2mm_PLA_COREONE_17m_20251126151258.mp4,Einstein,,success,,,7
print_0540,raw/successful/Einstein/new-starfish_0.4n_0.25mm_PLA_COREONE_1h17m_20260225150445.mp4,Einstein,,success,,,30
print_0541,raw/successful/Einstein/obj_5_HAND2_0.4n_0.2mm_PLA_COREONE_5h15m_20260424163702.mp4,Einstein,,success,,,127
print_0542,raw/successful/Einstein/pcb_enclosure_side_cable_checked_base_80x62x28_0.4n_0.2mm_PLA_COREONE_1h0m_20260505131459.mp4,Einstein,,success,,,15
print_0543,raw/successful/Einstein/penArmHolderV2_0.4n_0.2mm_PLA_COREONE_1h26m_20260316152732.mp4,Einstein,,success,,,33
print_0544,raw/successful/Einstein/penArmHolder_0.4n_0.2mm_PLA_COREONE_1h5m_20260310170427.mp4,Einstein,,success,,,17
print_0545,raw/successful/Einstein/pou_0.4n_0.2mm_PLA_COREONE_1h41m_20260224162545.mp4,Einstein,,success,,,34
print_0546,raw/successful/Einstein/pulse oximeter Noor_HAB_0.4n_0.2mm_PLA_COREONE_57m_20260313144801.mp4,Einstein,,success,,,22
print_0547,raw/successful/Einstein/rail plate_0.4n_0.25mm_PLA_COREONE_6h11m_20260324200041.mp4,Einstein,,success,,,82
print_0548,raw/successful/Einstein/rear assembly jig_0.4n_0.28mm_PLA_COREONE_1h1m_20260325154354.mp4,Einstein,,success,,,18
print_0549,raw/successful/Einstein/relay conttrol panel v2_0.4n_0.2mm_PLA_COREONE_2h42m_20260325102113.mp4,Einstein,,success,,,57
print_0550,raw/successful/Einstein/rolling scar 4_0.4n_0.25mm_PLA_COREONE_1h51m_20260420195143.mp4,Einstein,,success,,,27
print_0551,raw/successful/Einstein/roobrket_0.4n_0.1mm_PLA_COREONE_1h44m_20260505142209.mp4,Einstein,,success,,,31
print_0552,raw/successful/Einstein/rudders_0.4n_0.1mm_PLA_COREONE_2h47m_20251121151213.mp4,Einstein,,success,,,72
print_0553,raw/successful/Einstein/sensoryrollerspikes_0.4n_0.2mm_PLA_COREONE_2h2m_20260317115050.mp4,Einstein,,success,,,34
print_0554,raw/successful/Einstein/shackle_0.4n_0.2mm_PLA_COREONE_20m_20260225164816.mp4,Einstein,,success,,,6
print_0555,raw/successful/Einstein/shrekheadband_0.4n_0.2mm_PLA_COREONE_3h1m_20251208123256.mp4,Einstein,,success,,,55
print_0556,raw/successful/Einstein/spacers_0.4n_0.2mm_PLA_COREONE_3h56m_20260507161745.mp4,Einstein,,success,,,64
print_0557,raw/successful/Einstein/sprocketwheel_0.4n_0.2mm_PLA_COREONE_4h49m_20251125145836.mp4,Einstein,,success,,,119
print_0558,raw/successful/Einstein/statue_unsupported_0.4n_0.15mm_PLA_COREONE_3h6m_20260415121845.mp4,Einstein,,success,,,84
print_0559,raw/successful/Einstein/tactile0_0.4n_0.28mm_PLA_COREONE_3h57m_20260427162137.mp4,Einstein,,success,,,16
print_0560,raw/successful/Einstein/tactile0_0.4n_0.28mm_PLA_COREONE_3h57m_20260428185442.mp4,Einstein,,success,,,21
print_0561,raw/successful/Einstein/thread test2_1_0.4n_0.2mm_PLA_COREONE_6h47m_20260512202013.mp4,Einstein,,success,,,149
print_0562,raw/successful/Einstein/today AMT103 encoder-bearing bracket 2_0.4n_0.2mm_PLA_COREONE_1h27m_20260501120008.mp4,Einstein,,success,,,29
print_0563,raw/successful/Einstein/trackwwheel_0.4n_0.2mm_PLA_COREONE_3h35m_20251124190750.mp4,Einstein,,success,,,88
print_0564,raw/successful/Einstein/v5final_0.4n_0.28mm_PLA_COREONE_5h43m_20251203140040.mp4,Einstein,,success,,,107
print_0565,raw/successful/Einstein/vulcan_0.4n_0.28mm_PLA_COREONE_2h58m_20260305164308.mp4,Einstein,,success,,,38
print_0566,raw/successful/Einstein/零部件14_0.4n_0.25mm_PLA_COREONE_43m_20251209140336.mp4,Einstein,,success,,,14
print_0567,raw/successful/Beethoven/1111 asdadasda_20260319164629.mp4,Beethoven,,success,,,3
print_0568,raw/successful/Beethoven/1x_white__m_top_arm_front_0.4n_0.2mm_PLA_COREONE_5h56m_20260322123617.mp4,Beethoven,,success,,,39
print_0569,raw/successful/Beethoven/3_frame_20260514151120.mp4,Beethoven,,success,,,24
print_0570,raw/successful/Beethoven/70 diam coil redesign_upper container 70 diam_0.4n_0.25mm_PLA_COREONE_6h4m_20260319175350.mp4,Beethoven,,success,,,28
print_0571,raw/successful/Beethoven/Attachment (Actuator-SMT)_0.4n_0.25mm_PLA_COREONE_1h6m_20260323203009.mp4,Beethoven,,success,,,8
print_0572,raw/successful/Beethoven/Attachment (Actuator-SMT)_0.4n_0.25mm_PLA_COREONE_52m_20260316164256.mp4,Beethoven,,success,,,7
